bit_exact,channel,channel_axis,channel_plan,channel_value,clip,corrected_symbols,coverage,estimated_fraction,frame_id,job_id,max_age_frames,method,mse_full,payload_bytes,provenance,psnr_full,psnr_verified,rasters,repetition,resynchronised,scene,ssim_full,ssim_verified,stale_fraction,status_auth_failed,status_filler,status_fragment_recovered,status_frame_verified,status_header_invalid,status_header_unrecoverable,status_no_sync,status_payload_unrecoverable,status_raster_dropped,status_verified,symbol_error_denominator,symbol_errors_pre_fec,sync_found,trace_id,units_rejected,units_sent,units_verified,wire_bytes,x_authenticated,x_channel_trace,x_combine,x_coverage_meaning,x_est_dx,x_est_dy,x_filler_units,x_fragments,x_fragments_recovered,x_frame_verified,x_rasters_delivered,x_repetitions_received,x_repetitions_sent,x_segments,x_sync_score,x_units_from_other_frames,x_units_per_raster
False,mild,,mild,nan,uav_sea_open,0,1.0,0.0,2,32febc63db7a93a5,0.0,B0a,75.76857503255208,0,local_file,29.335912412483992,29.335912412483992,1,0,False,uav:sea_open,0.9194191019547776,0.9194191019547776,0.0,,,,,,,,,,,0,nan,True,mild|uav_sea_open|mild|rep0|seed20240909,0,0,0,0,False,,,"picture displayed, not verified",1.0,0.0,,,,,,,,,0.9702522349871227,,
False,mild,,mild,nan,uav_sea_open,0,1.0,0.0,4,32febc63db7a93a5,0.0,B0a,75.92348225911458,0,local_file,29.327042419118484,29.327042419118484,1,0,False,uav:sea_open,0.9193914695570421,0.9193914695570421,0.0,,,,,,,,,,,0,nan,True,mild|uav_sea_open|mild|rep0|seed20240909,0,0,0,0,False,,,"picture displayed, not verified",1.0,0.0,,,,,,,,,0.9580071950249442,,
False,mild,,mild,nan,uav_sea_open,0,1.0,0.0,6,32febc63db7a93a5,0.0,B0a,82.02667236328125,0,local_file,28.991252673052124,28.991252673052124,1,0,False,uav:sea_open,0.9191738638965404,0.9191738638965404,0.0,,,,,,,,,,,0,nan,True,mild|uav_sea_open|mild|rep0|seed20240909,0,0,0,0,False,,,"picture displayed, not verified",1.0,0.0,,,,,,,,,0.946176209053044,,
False,mild,,mild,nan,uav_sea_open,0,1.0,0.0,8,32febc63db7a93a5,0.0,B0a,72.48478190104167,0,local_file,29.528335243678754,29.528335243678754,1,0,False,uav:sea_open,0.9206600872891282,0.9206600872891282,0.0,,,,,,,,,,,0,nan,True,mild|uav_sea_open|mild|rep0|seed20240909,0,0,0,0,False,,,"picture displayed, not verified",1.0,0.0,,,,,,,,,0.9763124902313464,,
False,mild,,mild,nan,uav_sea_open,0,1.0,0.0,10,32febc63db7a93a5,0.0,B0a,79.21927897135417,0,local_file,29.142494755916992,29.142494755916992,1,0,False,uav:sea_open,0.9203596847164435,0.9203596847164435,0.0,,,,,,,,,,,0,nan,True,mild|uav_sea_open|mild|rep0|seed20240909,0,0,0,0,False,,,"picture displayed, not verified",1.0,0.0,,,,,,,,,0.9529995869921791,,
False,mild,,mild,nan,uav_sea_open,0,1.0,0.0,12,32febc63db7a93a5,0.0,B0a,80.75083414713542,0,local_file,29.05933343627904,29.05933343627904,1,0,False,uav:sea_open,0.9202503507482326,0.9202503507482326,0.0,,,,,,,,,,,0,nan,True,mild|uav_sea_open|mild|rep0|seed20240909,0,0,0,0,False,,,"picture displayed, not verified",1.0,0.0,,,,,,,,,0.965232318726764,,
False,mild,,mild,nan,uav_sea_open,0,1.0,0.0,14,32febc63db7a93a5,0.0,B0a,82.12227376302083,0,local_file,28.986193954608503,28.986193954608503,1,0,False,uav:sea_open,0.9198316028253296,0.9198316028253296,0.0,,,,,,,,,,,0,nan,True,mild|uav_sea_open|mild|rep0|seed20240909,0,0,0,0,False,,,"picture displayed, not verified",1.0,0.0,,,,,,,,,0.9647849917782501,,
False,moderate,,moderate,nan,uav_sea_open,0,1.0,0.0,0,f8e36e98b6641801,0.0,B0a,337.18686930338544,0,local_file,22.8520970683726,22.8520970683726,1,0,False,uav:sea_open,0.6350140057379862,0.6350140057379862,0.0,,,,,,,,,,,0,nan,True,moderate|uav_sea_open|moderate|rep0|seed20240909,0,0,0,0,False,,,"picture displayed, not verified",3.0,1.0,,,,,,,,,0.9359342429419242,,
False,moderate,,moderate,nan,uav_sea_open,0,1.0,0.0,2,f8e36e98b6641801,0.0,B0a,534.1716105143229,0,local_file,20.85399557910002,20.85399557910002,1,0,False,uav:sea_open,0.598338809784171,0.598338809784171,0.0,,,,,,,,,,,0,nan,True,moderate|uav_sea_open|moderate|rep0|seed20240909,0,0,0,0,False,,,"picture displayed, not verified",3.0,1.0,,,,,,,,,0.9385434158729695,,
False,moderate,,moderate,nan,uav_sea_open,0,1.0,0.0,4,f8e36e98b6641801,0.0,B0a,401.0347086588542,0,local_file,22.098983994031023,22.098983994031023,1,0,False,uav:sea_open,0.6384108987845555,0.6384108987845555,0.0,,,,,,,,,,,0,nan,True,moderate|uav_sea_open|moderate|rep0|seed20240909,0,0,0,0,False,,,"picture displayed, not verified",3.0,1.0,,,,,,,,,0.9483106627636038,,
