channel,channel_axis,channel_value,clip,clip_hash,config_id,detail,job_id,method,n_frames,n_frames_done,profile_id,repetition,scene,status,trace_id,wall_s
harsh,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,dafb5eac264ed547,B0d,16,16,7fe30b1136,1,synthetic:horizon-v0,ok,harsh|clip_horizon_slow_v0|harsh|rep1|seed20240909,2.1465
harsh,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,6bfd5f80a2bb53df,B0d,16,16,7fe30b1136,2,synthetic:horizon-v0,ok,harsh|clip_horizon_slow_v0|harsh|rep2|seed20240909,2.0834
harsh,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,9b7c7c2ebb5988f4,B0d,16,16,7fe30b1136,4,synthetic:horizon-v0,ok,harsh|clip_horizon_slow_v0|harsh|rep4|seed20240909,1.9399
mild,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,a35956b9dc7a04f8,B1,16,16,7fe30b1136,0,synthetic:horizon-v0,ok,mild|clip_horizon_slow_v0|mild|rep0|seed20240909,0.4482
moderate,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,039d246649283c39,B0d,16,16,7fe30b1136,1,synthetic:horizon-v0,ok,moderate|clip_horizon_slow_v0|moderate|rep1|seed20240909,5.1094
harsh,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,fdb469422e1ce72d,B0d,16,16,7fe30b1136,3,synthetic:horizon-v0,ok,harsh|clip_horizon_slow_v0|harsh|rep3|seed20240909,2.1995
mild,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,576b96f0084ff4b9,B1,16,16,7fe30b1136,1,synthetic:horizon-v0,ok,mild|clip_horizon_slow_v0|mild|rep1|seed20240909,0.4744
mild,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,6aecdff649b2e8cc,B1,16,16,7fe30b1136,2,synthetic:horizon-v0,ok,mild|clip_horizon_slow_v0|mild|rep2|seed20240909,0.4797
moderate,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,0d077886d8c31b59,B0d,16,16,7fe30b1136,0,synthetic:horizon-v0,ok,moderate|clip_horizon_slow_v0|moderate|rep0|seed20240909,5.4986
mild,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,cf688bf61160d50f,B1,16,16,7fe30b1136,3,synthetic:horizon-v0,ok,mild|clip_horizon_slow_v0|mild|rep3|seed20240909,0.5506
mild,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,4148ee7f9efa9247,B1,16,16,7fe30b1136,4,synthetic:horizon-v0,ok,mild|clip_horizon_slow_v0|mild|rep4|seed20240909,0.4727
moderate,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,eea1ec0648eb075e,B1,16,16,7fe30b1136,0,synthetic:horizon-v0,ok,moderate|clip_horizon_slow_v0|moderate|rep0|seed20240909,0.453
moderate,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,cde15eef020eabd5,B1,16,16,7fe30b1136,1,synthetic:horizon-v0,ok,moderate|clip_horizon_slow_v0|moderate|rep1|seed20240909,0.4594
moderate,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,a610758dd3189a50,B0d,16,16,7fe30b1136,4,synthetic:horizon-v0,ok,moderate|clip_horizon_slow_v0|moderate|rep4|seed20240909,5.3016
moderate,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,7563ddea8e70bbd1,B0d,16,16,7fe30b1136,2,synthetic:horizon-v0,ok,moderate|clip_horizon_slow_v0|moderate|rep2|seed20240909,5.4492
moderate,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,2f26e52ac84d8b3c,B1,16,16,7fe30b1136,2,synthetic:horizon-v0,ok,moderate|clip_horizon_slow_v0|moderate|rep2|seed20240909,0.5509
moderate,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,5074c6fe9c6a553e,B0d,16,16,7fe30b1136,3,synthetic:horizon-v0,ok,moderate|clip_horizon_slow_v0|moderate|rep3|seed20240909,5.4923
moderate,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,d4c45d4521acb88e,B1,16,16,7fe30b1136,3,synthetic:horizon-v0,ok,moderate|clip_horizon_slow_v0|moderate|rep3|seed20240909,0.5639
moderate,,nan,clip_horizon_slow_v0,d424d0bafb90980838c59d9de19364d1b009ee4fb63d43e8308f06fd05d4cc0f,fe45d509310b99d4,,7056916a1826b032,B1,16,16,7fe30b1136,4,synthetic:horizon-v0,ok,moderate|clip_horizon_slow_v0|moderate|rep4|seed20240909,0.6208
